Chunk_ID,Text,Type,Article_Number,Title,Section,Themes,Search_Terms
chunk_article_58_clause_(2),"Article 58, Clause (2): A person shall not be eligible for election as President if he holds any office of profit under the or the Government of any State or under any local or other authority subject to the control of any of the said Governments Explanation For the purposes of this article, a person shall not be deemed to hold any office of profit by reason only that he is the President or Vice P...",clause,58,,Unknown,"federal_structure, governance","president, person, office, profit, eligible"
chunk_article_59,"Article 59: Conditions of Presidents office

59. Conditions of Presidents office (1) The President shall not be a member of either House of Parliament or of a House of the Legislature of any State, and if a member of either House of Parliament or of a House of the Legislature of any State be elected President, he shall be deemed to have vacated his seat in that House on the date on which he enters...",full_article,59,Conditions of Presidents office,Unknown,"federal_structure, governance","president, house, office, emoluments, allowances, member, either, legislature, entitled, privileges, conditions, presidents, elected, deemed, vacated, federal_structure, governance, conditions of presidents office"
chunk_article_59_clause_(2),"Article 59, Clause (2): The President shall not hold any other office of profit",clause,59,,Unknown,"federal_structure, governance","president, hold, other, office, profit"
chunk_article_59_clause_(3),"Article 59, Clause (3): The President shall be entitled without payment of rent to the use of his official residences and shall be also entitled to such emoluments, allowances and privileges as may be determined by Parliament by law and, until provision in that behalf is so made, such emoluments, allowances and privileges as are specified in the Second Schedule",clause,59,,Unknown,"federal_structure, governance","entitled, emoluments, allowances, privileges, president"
chunk_article_59_clause_(4),"Article 59, Clause (4): The emoluments and allowances of the President shall ot be diminished during his term of office",clause,59,,Unknown,"federal_structure, governance","emoluments, allowances, president, diminished, term"
chunk_article_60,"Article 60: Oath or affirmation by the President Every President and every person acting as President or discharging the functions of the President shall, before entering upon his office, make and subscribe in the presence of the Chief Justice of India or, in his absence, the senior most Judge of the Supreme Court available, an oath or affirmation in the following form, that is to say swear in the...",full_article,60,"Oath or affirmation by the President Every President and every person acting as President or discharging the functions of the President shall, before entering upon his office, make and subscribe in the presence of the Chief Justice of India or, in his absence, the senior most Judge of the Supreme Court available, an oath or affirmation in the following form, that is to say swear in the name of God I, A B, do that I olemnly affirm will faithfully execute the office of President",Unknown,governance,"president, india, oath, affirmation, every, functions, office, person, acting, discharging, entering, upon, make, subscribe, presence, governance, oath or affirmation by the president every president and every person acting as president or discharging the functions of the president shall, before entering upon his office, make and subscribe in the presence of the chief justice of india or, in his absence, the senior most judge of the supreme court available, an oath or affirmation in the following form, that is to say swear in the name of god i, a b, do that i olemnly affirm will faithfully execute the office of president"
chunk_article_61,"Article 61: Procedure for impeachment of the President

61. Procedure for impeachment of the President (1) When a President is to be impeached for violation of the Constitution, the charge shall be preferred by either House of Parliament (2) No such charge shall be preferred unless (a) the proposal to prefer such charge is contained in a resolution which has been moved after at least fourteen days...",full_article,61,Procedure for impeachment of the President,Unknown,"fundamental_rights, governance","charge, house, resolution, president, preferred, less, than, total, passed, investigated, either, majority, thirds, membership, cause, fundamental_rights, governance, procedure for impeachment of the president"
chunk_article_61_clause_(3),"Article 61, Clause (3): When a charge has been so preferred by either House of Parliament, the other House shall investigate the charge or cause the charge to be investigated and the President shall have the right to appear and to be represented as such investigation",clause,61,,Unknown,"fundamental_rights, governance","charge, house, preferred, either, other"
chunk_article_61_clause_(4),"Article 61, Clause (4): If as a result of the investigation a resolution is passed by a majority of not less than two thirds of the total membership of the House by which the charge was investigated or cause to be investigated, declaring that the charge preferred against the President has been sustained, such resolution shall have the effect of removing the President from his office as from the da...",clause,61,,Unknown,"fundamental_rights, governance","resolution, passed, charge, investigated, president"
chunk_article_61_clause_(a),"Article 61, Clause (a): the proposal to prefer such charge is contained in a resolution which has been moved after at least fourteen days notice in writing signed by not less than one fourth of the total number of members of the House has been given of their intention to move the resolution, and",clause,61,,Unknown,"fundamental_rights, governance","resolution, proposal, prefer, charge, contained"
chunk_article_62,"Article 62: Time of holding election to fill vacancy in the office of President and the term of office of person elected to fill casual vacancy

62. Time of holding election to fill vacancy in the office of President and the term of office of person elected to fill casual vacancy (1) An election to fill a vacancy caused by the expiration of the term of office of President shall be completed before...",full_article,62,Time of holding election to fill vacancy in the office of President and the term of office of person elected to fill casual vacancy,Unknown,governance,"vacancy, office, fill, term, election, president, person, elected, expiration, date, time, holding, casual, caused, completed, governance, time of holding election to fill vacancy in the office of president and the term of office of person elected to fill casual vacancy"
chunk_article_62_clause_(2),"Article 62, Clause (2): An election to fill a vacancy in the office of President occurring by reason of his death, resignation or removal, or otherwise shall be held as soon as possible after, and in no case later than six months from, the date of occurrence of the vacancy, and the person elected to fill the vacancy shall, subject to the provisions of Article 56, be entitled to hold office for the...",clause,62,,Unknown,governance,"vacancy, office, fill, date, election"
chunk_article_63,"Article 63: The Vice President of India There shall be a Vice President of India

63. The Vice President of India There shall be a Vice President of India",full_article,63,The Vice President of India There shall be a Vice President of India,Unknown,governance,"vice, president, india, there, governance, the vice president of india there shall be a vice president of india"
chunk_article_64,"Article 64: The Vice President to be ex officio Chairman of the council of States The Vice President shall be ex officio chairman of the counsel of States and shall not hold any other office of profit

64. The Vice President to be ex officio Chairman of the council of States The Vice President shall be ex officio chairman of the counsel of States and shall not hold any other office of profit: Prov...",full_article,64,The Vice President to be ex officio Chairman of the council of States The Vice President shall be ex officio chairman of the counsel of States and shall not hold any other office of profit,Unknown,"federal_structure, governance","president, chairman, vice, council, officio, office, counsel, hold, other, profit, provided, period, acts, discharges, functions, federal_structure, governance, the vice president to be ex officio chairman of the council of states the vice president shall be ex officio chairman of the counsel of states and shall not hold any other office of profit"
chunk_article_65,"Article 65: The Vice President to act as President or to discharge his functions during casual vacancies in the office, or during the absence, of President

65. The Vice President to act as President or to discharge his functions during casual vacancies in the office, or during the absence, of President (1) In the event of the occurrence of any vacancy in the office of the President by reason of h...",full_article,65,"The Vice President to act as President or to discharge his functions during casual vacancies in the office, or during the absence, of President",Unknown,governance,"president, vice, functions, discharge, office, absence, vacancy, date, emoluments, allowances, privileges, casual, vacancies, event, occurrence, governance, the vice president to act as president or to discharge his functions during casual vacancies in the office, or during the absence, of president"
chunk_article_65_clause_(2),"Article 65, Clause (2): When the President is unable to discharge his functions owing to absence, illness or any other cause, the Vice President shall discharge his functions until the date on which the President resumes his duties",clause,65,,Unknown,governance,"president, discharge, functions, unable, owing"
chunk_article_65_clause_(3),"Article 65, Clause (3): The Vice President shall, during, and in respect of, the period while he is so acting as, or discharging the functions of, President, have all the powers and immunities of the President and be entitled to such emoluments, allowances and privileges as may be determined by Parliament by law and, until provision in that behalf is so made, such emoluments, allowances and privil...",clause,65,,Unknown,governance,"president, emoluments, allowances, privileges, vice"
chunk_article_66,"Article 66: Election of Vice President

66. Election of Vice President (1) The Vice President shall be elected by the members of an electoral college consisting of the members of both Houses of Parliament in accordance with the system of proportional representation by means of the single transferable vote and the voting at such election shall be by secret ballot (2) The Vice President shall not be...",full_article,66,Election of Vice President,Unknown,"federal_structure, governance","president, vice, election, house, member, either, office, person, elected, members, legislature, deemed, eligible, india, profit, federal_structure, governance, election of vice president"
chunk_article_66_clause_(2),"Article 66, Clause (2): The Vice President shall not be a member of either House of Parliament or of a House of the Legislature of any State, and if a member of either House of Parliament or of a House of the Legislature of any State be elected Vice President, he shall be deemed to have vacated his seat in that House on the date on which he enters upon his office as Vice President",clause,66,,Unknown,"federal_structure, governance","house, vice, president, member, either"
chunk_article_66_clause_(4),"Article 66, Clause (4): A person shall not be eligible for election as Vice President if he holds any office of profit under the Government of India or the Government of any State or under any local or other authority subject to the control of any of the said Governments Explanation For the purposes of this article, a person shall not be deemed to hold any office of profit by reason only that he i...",clause,66,,Unknown,"federal_structure, governance","president, person, vice, office, profit"
chunk_article_67,"Article 67: Term of office of Vice President The Vice President shall hold office for a term of five years from the date on which he enters upon his office

67. Term of office of Vice President The Vice President shall hold office for a term of five years from the date on which he enters upon his office: Provided that (a) a Vice President may, by writing under his hand addressed to the President, ...",full_article,67,Term of office of Vice President The Vice President shall hold office for a term of five years from the date on which he enters upon his office,Unknown,"federal_structure, governance","office, president, vice, term, hold, enters, upon, resolution, council, five, years, date, provided, writing, hand, federal_structure, governance, term of office of vice president the vice president shall hold office for a term of five years from the date on which he enters upon his office"
chunk_article_67_clause_(a),"Article 67, Clause (a): a Vice President may, by writing under his hand addressed to the President, resign his office;",clause,67,,Unknown,"federal_structure, governance","president, vice, writing, hand, addressed"
chunk_article_67_clause_(b),"Article 67, Clause (b): a Vice President may be removed from his office by a resolution of the council of States passed by a majority of all the then members of the council and agreed to by the House of the People; but no resolution for the purpose of this clause shall be moved unless at least fourteen days notice has been given of the intention to move the reso",clause,67,,Unknown,"federal_structure, governance","resolution, council, vice, president, removed"
chunk_article_67_clause_(c),"Article 67, Clause (c): a Vice President shall, notwithstanding the expiration of his term, continue to hold office until his successor enters upon his office",clause,67,,Unknown,"federal_structure, governance","office, vice, president, notwithstanding, expiration"
chunk_article_67_clause_(c),"Article 67, Clause (c): a Vice President shall, notwithstanding the expiration of his term, continue to hold office until his successor enters upon his office",clause,67,,Unknown,"federal_structure, governance","office, vice, president, notwithstanding, expiration"
chunk_article_68,"Article 68: Time of holding election to fill vacancy in the office of Vice President and the term of office of person elected to fill casual vacancy

68. Time of holding election to fill vacancy in the office of Vice President and the term of office of person elected to fill casual vacancy (1) An election to fill a vacancy caused by the expiration of the term of office of Vice President shall be c...",full_article,68,Time of holding election to fill vacancy in the office of Vice President and the term of office of person elected to fill casual vacancy,Unknown,governance,"vacancy, office, fill, term, election, vice, president, person, elected, expiration, time, holding, casual, caused, completed, governance, time of holding election to fill vacancy in the office of vice president and the term of office of person elected to fill casual vacancy"
chunk_article_68_clause_(2),"Article 68, Clause (2): An election to fill a vacancy in the office of Vice President occurring by reason of his death, resignation or removal, or otherwise shall be held as soon as possible after the occurrence of the vacancy, and the person elected to fill the vacancy shall, subject to the provisions of Article 67, be entitled to hold office for the full term of five years from the date on which...",clause,68,,Unknown,governance,"vacancy, office, fill, election, vice"
chunk_article_69,"Article 69: Oath or affirmation by the Vice President Every Vice President shall, before entering upon his office, make and subscribe before the President, or som

69. Oath or affirmation by the Vice President Every Vice President shall, before entering upon his office, make and subscribe before the President, or some person appointed in that behalf by him, an oath or affirmation in the following ...",full_article,69,"Oath or affirmation by the Vice President Every Vice President shall, before entering upon his office, make and subscribe before the President, or som",Unknown,governance,"president, oath, affirmation, vice, upon, every, entering, office, make, subscribe, some, person, appointed, behalf, following, governance, oath or affirmation by the vice president every vice president shall, before entering upon his office, make and subscribe before the president, or som"
chunk_article_70,"Article 70: Discharge of Presidents functions in other contingencies

70. Discharge of Presidents functions in other contingencies Parliament may make such provision as if thinks fit for the discharge of the functions of the President in any contingency not provided for in this Chapter",full_article,70,Discharge of Presidents functions in other contingencies,Unknown,governance,"discharge, functions, presidents, other, contingencies, make, provision, thinks, president, contingency, provided, chapter, governance, discharge of presidents functions in other contingencies"
chunk_article_71,"Article 71: Matters relating to, or connected with, the election of a president or Vice President

71. Matters relating to, or connected with, the election of a president or Vice President (1) All doubts and disputes arising out of or in connection with the election of a president or vice President shall be inquired into and decided by the Supreme court whose decision shall be final (2) If the ele...",full_article,71,"Matters relating to, or connected with, the election of a president or Vice President",Unknown,governance,"president, vice, election, supreme, court, relating, connected, decision, person, reason, matters, doubts, disputes, arising, connection, governance, matters relating to, or connected with, the election of a president or vice president"
chunk_article_71_clause_(2),"Article 71, Clause (2): If the election of a person as President or Vice President is declared void by the Supreme court, acts done by him in the exercise and performance of the powers and duties of the office of President or Vice President, as the case may be, on or before the date of the decision of the Supreme Court shall not be invalidated by reason of that declaration",clause,71,,Unknown,governance,"president, vice, supreme, court, election"
chunk_article_71_clause_(3),"Article 71, Clause (3): Subject to the provisions of this constitution, Parliament may by law regulate any matter relating to or connected with the election of a President or Vice President",clause,71,,Unknown,governance,"president, subject, provisions, regulate, matter"
chunk_article_71_clause_(4),"Article 71, Clause (4): The election of a person as President or Vice President shall not be called in question on the ground of the existence of any vacancy for whatever reason among the members of the electoral college electing him",clause,71,,Unknown,governance,"president, election, person, vice, called"
chunk_article_72,"Article 72: Power of President to grant pardons, etc, and to suspend, remit or commute sentences in certain cases

72. Power of President to grant pardons, etc, and to suspend, remit or commute sentences in certain cases (1) The President shall have the power to grant pardons, reprieves, respites or remissions of punishment or to suspend, remit or commute the sentence of any person convicted of an...",full_article,72,"Power of President to grant pardons, etc, and to suspend, remit or commute sentences in certain cases",Unknown,"federal_structure, governance","sentence, power, cases, suspend, remit, commute, punishment, president, grant, pardons, offence, death, clause, sentences, certain, federal_structure, governance, power of president to grant pardons, etc, and to suspend, remit or commute sentences in certain cases"
chunk_article_72_clause_(a),"Article 72, Clause (a): in all cases where the punishment or sentence is by a court Martial;",clause,72,,Unknown,"federal_structure, governance","cases, punishment, sentence, court, martial"
chunk_article_72_clause_(b),"Article 72, Clause (b): in all cases where the punishment or sentence is for an offence against any law relating to a matter to which the executive power of the Union extends;",clause,72,,Unknown,"federal_structure, governance","cases, punishment, sentence, offence, against"
chunk_article_73,"Article 73: Extent of executive power of the Union

73. Extent of executive power of the Union (1) Subject to the provisions of this Constitution, the executive power of the Union shall extend (a) to the matters with respect to which Parliament has power to make laws; and (b) to the exercise of such rights, authority and jurisdiction as are exercisable by the government of India by virtue of any t...",full_article,73,Extent of executive power of the Union,Unknown,"fundamental_rights, federal_structure, governance","power, executive, matters, respect, make, laws, exercise, authority, provided, extend, officer, extent, subject, provisions, rights, fundamental_rights, federal_structure, governance, extent of executive power of the union"
chunk_article_73_clause_(2),"Article 73, Clause (2): Until otherwise provided by Parliament, a State and any officer or authority of a State may, notwithstanding anything in this article, continue to exercise in matters with respect to which Parliament has power to make laws for that State such executive power or functions as the State or officer or authority thereof could exercise immediately before the commencement of this ...",clause,73,,Unknown,"fundamental_rights, federal_structure, governance","officer, authority, exercise, power, otherwise"
chunk_article_73_clause_(a),"Article 73, Clause (a): to the matters with respect to which Parliament has power to make laws; and",clause,73,,Unknown,"fundamental_rights, federal_structure, governance","matters, respect, power, make, laws"
chunk_article_73_clause_(b),"Article 73, Clause (b): to the exercise of such rights, authority and jurisdiction as are exercisable by the government of India by virtue of any treaty on agreement: Provided that the executive power referred to in sub clause",clause,73,,Unknown,"fundamental_rights, federal_structure, governance","exercise, rights, authority, jurisdiction, exercisable"
chunk_article_74,"Article 74: Council of Ministers to aid and advise President

74. Council of Ministers to aid and advise President (1) There shall be a Council of Ministers with the Prime Minister at the head to aid and advise the President who shall, in the exercise of his functions, act in accordance with such advice: Provided that the President may require the council of Ministers to reconsider such advice, ei...",full_article,74,Council of Ministers to aid and advise President,Unknown,governance,"president, ministers, advice, council, advise, accordance, tendered, there, prime, minister, head, exercise, functions, provided, require, governance, council of ministers to aid and advise president"
chunk_article_74_clause_(2),"Article 74, Clause (2): The question whether any, and if so what, advice was tendered by Ministers to the President shall not be inquired into in any court",clause,74,,Unknown,governance,"question, whether, advice, tendered, ministers"
chunk_article_75,"Article 75: Other provisions as to Ministers

75. Other provisions as to Ministers (1) The Prime Minister shall be appointed by the President and the other Ministers shall be appointed by the President on the advice of the Prime Minister (2) The Minister shall hold office during the pleasure of the President (3) The Council of Ministers shall be collectively responsible to the House of the People ...",full_article,75,Other provisions as to Ministers,Unknown,governance,"minister, ministers, president, office, other, prime, appointed, house, schedule, period, time, provisions, advice, hold, pleasure, governance, other provisions as to ministers"
chunk_article_75_clause_(2),"Article 75, Clause (2): The Minister shall hold office during the pleasure of the President",clause,75,,Unknown,governance,"minister, hold, office, pleasure, president"
chunk_article_75_clause_(3),"Article 75, Clause (3): The Council of Ministers shall be collectively responsible to the House of the People",clause,75,,Unknown,governance,"council, ministers, collectively, responsible, house"
chunk_article_75_clause_(4),"Article 75, Clause (4): Before a Minister enters upon his office, the President shall administer to him the oaths of office and of secrecy according to the forms set out for the purpose in the Third Schedule",clause,75,,Unknown,governance,"office, minister, enters, upon, president"
chunk_article_75_clause_(5),"Article 75, Clause (5): A Minister who for any period of six consecutive months is not a member of either House of Parliament shall at the expiration of that period cease to be a Minister",clause,75,,Unknown,governance,"minister, period, consecutive, months, member"
chunk_article_75_clause_(6),"Article 75, Clause (6): The salaries and allowances of Ministers shall be such as Parliament may from time to time by law determine and, until Parliament so determines, shall be as specified in the Second Schedule The Attorney General for India",clause,75,,Unknown,governance,"time, salaries, allowances, ministers, determine"
chunk_article_76,"Article 76: Attorney General for India

76. Attorney General for India (1) The President shall appoint a person who is qualified to be appointed a Judge of the Supreme Court to be Attorney General for India (2) it shall be the duty of the Attorney General to give advice to the Government of India upon such legal matters, and to perform such other duties of a legal character, as may from time to ti...",full_article,76,Attorney General for India,Unknown,"fundamental_rights, federal_structure, governance","attorney, general, india, president, time, legal, other, duties, appoint, person, qualified, appointed, judge, supreme, court, fundamental_rights, federal_structure, governance, attorney general for india"
chunk_article_76_clause_(2),"Article 76, Clause (2): it shall be the duty of the Attorney General to give advice to the Government of India upon such legal matters, and to perform such other duties of a legal character, as may from time to time be referred or assigned to him by the President, and to discharge the functions conferred on him by or under this Constitution or any other law for the time being in force",clause,76,,Unknown,"fundamental_rights, federal_structure, governance","time, legal, other, duty, attorney"
chunk_article_76_clause_(3),"Article 76, Clause (3): In the performance of his duties the Attorney General shall have right of audience in all courts in the territory of India",clause,76,,Unknown,"fundamental_rights, federal_structure, governance","performance, duties, attorney, general, right"
chunk_article_76_clause_(4),"Article 76, Clause (4): The Attorney General shall hold office during the pleasure of the President, and shall receive such remuneration as the President may determine Conduct of Government Business",clause,76,,Unknown,"fundamental_rights, federal_structure, governance","president, attorney, general, hold, office"
chunk_article_77,"Article 77: Conduct of business of the Government of India

77. Conduct of business of the Government of India (1) All executive action of the Government of India shall be expressed to be taken in the name of the President (2) Orders and other instruments made and executed in the name of the President shall be authenticated in such manner as may be specified in rules to be made by the President, a...",full_article,77,Conduct of business of the Government of India,Unknown,governance,"president, business, india, made, name, executed, authenticated, rules, order, instrument, conduct, executive, action, expressed, taken, governance, conduct of business of the government of india"
chunk_article_77_clause_(2),"Article 77, Clause (2): Orders and other instruments made and executed in the name of the President shall be authenticated in such manner as may be specified in rules to be made by the President, and the validity of an order or instrument which is so authenticated shall nor be called in question on the ground that it is not an order or instrument made or executed by the President",clause,77,,Unknown,governance,"made, president, executed, authenticated, order"
chunk_article_77_clause_(3),"Article 77, Clause (3): The President shall make rules for the more convenient transaction of the business of the Government of India, and for the allocation among Ministers of the said business",clause,77,,Unknown,governance,"business, president, make, rules, more"
chunk_article_78,"Article 78: Duties of Prime Minister as respects the furnishing of information to the President, etc It shall be the duty of the Prime Minister

78. Duties of Prime Minister as respects the furnishing of information to the President, etc It shall be the duty of the Prime Minister (a) to communicate to the President all decisions of the council of Ministers relating to the administration of the aff...",full_article,78,"Duties of Prime Minister as respects the furnishing of information to the President, etc It shall be the duty of the Prime Minister",Unknown,"federal_structure, governance","president, minister, council, prime, information, ministers, relating, administration, affairs, proposals, legislation, duties, respects, furnishing, duty, federal_structure, governance, duties of prime minister as respects the furnishing of information to the president, etc it shall be the duty of the prime minister"
chunk_article_78_clause_(b),"Article 78, Clause (b): to furnish such information relating to the administration of the affairs of the Union and proposals for legislation as the President may call for; and",clause,78,,Unknown,"federal_structure, governance","furnish, information, relating, administration, affairs"
chunk_article_78_clause_(c),"Article 78, Clause (c): if the President so requires, to submit for the consideration of the Council of Ministers any matter on which a decision has been taken by a Minister but which has not been considered by the Council CHAPTER II PARLIAMENT General",clause,78,,Unknown,"federal_structure, governance","council, president, requires, submit, consideration"
chunk_article_78_clause_(c),"Article 78, Clause (c): if the President so requires, to submit for the consideration of the Council of Ministers any matter on which a decision has been taken by a Minister but which has not been considered by the Council CHAPTER II PARLIAMENT General",clause,78,,Unknown,"federal_structure, governance","council, president, requires, submit, consideration"
chunk_article_79,"Article 79: Constitution of Parliament There shall be a Parliament for the Union which shall consist of the President and two Houses to be known respectively as t

79. Constitution of Parliament There shall be a Parliament for the Union which shall consist of the President and two Houses to be known respectively as the council of States and the House of the People",full_article,79,Constitution of Parliament There shall be a Parliament for the Union which shall consist of the President and two Houses to be known respectively as t,Unknown,"federal_structure, governance","there, consist, president, houses, known, respectively, council, house, people, federal_structure, governance, constitution of parliament there shall be a parliament for the union which shall consist of the president and two houses to be known respectively as t"
chunk_article_80,"Article 80: Composition of the Council of States

80. Composition of the Council of States (1) The Council of States shall consist of (a) twelve members to be nominated by the President in accordance with the provisions of clause (3) ; and (b) not more than two hundred and thirty eight representatives of the States and of the Union territories (2) The allocation of seats in the Council of States t...",full_article,80,Composition of the Council of States,Unknown,"directive_principles, federal_structure, governance","council, representatives, members, accordance, clause, territories, consist, nominated, president, provisions, elected, composition, twelve, more, than, directive_principles, federal_structure, governance, composition of the council of states"
chunk_article_80_clause_(2),"Article 80, Clause (2): The allocation of seats in the Council of States to be filled by representatives of the States and of the Union territories shall be in accordance with the provisions in that behalf contained in the fourth Schedule",clause,80,,Unknown,"directive_principles, federal_structure, governance","allocation, seats, council, filled, representatives"
chunk_article_80_clause_(4),"Article 80, Clause (4): The representatives of each State in the council of States shall be elected by the elected members of the Legislative Assembly of the State in accordance with the system of proportional representation by means of the single transferable vote",clause,80,,Unknown,"directive_principles, federal_structure, governance","elected, representatives, each, council, members"
chunk_article_80_clause_(5),"Article 80, Clause (5): The representatives of the Union Territories in the council of States shall be chosen in such manner as Parliament may by law prescribe",clause,80,,Unknown,"directive_principles, federal_structure, governance","representatives, territories, council, chosen, manner"
chunk_article_81,"Article 81: Composition of the House of the People

81. Composition of the House of the People (1) Subject to the provisions of Article 331 the House of the People shall consist of (a) not more than five hundred and thirty members chosen by direct election from territorial constituencies in the States, and (b) not more than twenty members to represent the Union territories, chosen in such manner a...",full_article,81,Composition of the House of the People,Unknown,federal_structure,"clause, population, house, people, census, manner, each, number, seats, relevant, figures, published, provisions, more, than, federal_structure, composition of the house of the people"
chunk_article_81_clause_(3),"Article 81, Clause (3): In this article, the expression population means the population as ascertained at the last preceding census of which the relevant figures have been published: Provided that the reference in this clause to the last preceding census of which the relevant figures have been published shall, until the relevant figures for the first census taken after the year 2000 have been publ...",clause,81,,Unknown,federal_structure,"census, relevant, figures, published, population"
chunk_article_81_clause_(a),"Article 81, Clause (a): not more than five hundred and thirty members chosen by direct election from territorial constituencies in the States, and",clause,81,,Unknown,federal_structure,"more, than, five, hundred, thirty"
chunk_article_81_clause_(a),"Article 81, Clause (a): there shall be allotted to each State a number of seats in the House of the People in such manner that the ratio between that number and the population of the State is, so far as practicable, the same for all States; and",clause,81,,Unknown,federal_structure,"number, there, allotted, each, seats"
chunk_article_81_clause_(b),"Article 81, Clause (b): each State shall be divided into territorial constituencies in such manner that the ratio between the population of each constituency and th number of seats allotted to it is, so far as practicable, the same throughout the State: Provided that the provisions of sub clause",clause,81,,Unknown,federal_structure,"each, divided, into, territorial, constituencies"
chunk_article_82,"Article 82: Readjustment after each census Upon the completion of each census, the allocation of seats in the House of the People to the States and the division of each State into territorial constituencies shall be readjusted by such authority and in such manner as Parliament may by law determine

82. Readjustment after each census Upon the completion of each census, the allocation of seats in th...",full_article,82,"Readjustment after each census Upon the completion of each census, the allocation of seats in the House of the People to the States and the division of each State into territorial constituencies shall be readjusted by such authority and in such manner as Parliament may by law determine",Unknown,"federal_structure, governance","readjustment, house, each, census, people, territorial, constituencies, provided, allocation, seats, division, into, existing, effect, upon, federal_structure, governance, readjustment after each census upon the completion of each census, the allocation of seats in the house of the people to the states and the division of each state into territorial constituencies shall be readjusted by such authority and in such manner as parliament may by law determine"
chunk_article_83,"Article 83: Duration of Houses of Parliament

83. Duration of Houses of Parliament (1) The council of States shall not be subject to dissolution, but as nearly as possible one third of the members thereof shall retire as soon as may be on the expiration of every second year in accordance with the provisions made in that behalf by Parliament by law (2) The House of the People, unless sooner dissolv...",full_article,83,Duration of Houses of Parliament,Unknown,"federal_structure, emergency","period, dissolution, expiration, year, house, five, years, said, operate, proclamation, duration, houses, council, subject, nearly, federal_structure, emergency, duration of houses of parliament"
chunk_article_83_clause_(2),"Article 83, Clause (2): The House of the People, unless sooner dissolved, shall continue for five years from the date appointed for its first meeting and no longer and the expiration of the said period of five years shall operate as a dissolution of the House: Provided that the said period may, while a Proclamation of Emergency is in operation, be extended by Parliament by law for a period not exc...",clause,83,,Unknown,"federal_structure, emergency","period, house, five, years, said"
chunk_article_84,"Article 84: Qualification for membership of Parliament A person shall not be qualified to be chosen to fill a seat in Parliament unless he

84. Qualification for membership of Parliament A person shall not be qualified to be chosen to fill a seat in Parliament unless he (a) is a citizen of India, and makes and subscribes before some person authorised in that behalf by the Election Commission an oa...",full_article,84,Qualification for membership of Parliament A person shall not be qualified to be chosen to fill a seat in Parliament unless he,Unknown,federal_structure,"seat, person, behalf, case, less, than, years, qualification, membership, qualified, chosen, fill, citizen, india, makes, federal_structure, qualification for membership of parliament a person shall not be qualified to be chosen to fill a seat in parliament unless he"
chunk_article_84_clause_(b),"Article 84, Clause (b): is, in the case of a seat in the Council of States, not less than thirty years of age and, in the case of a seat in the House of the People, not less than twenty five years of age; and",clause,84,,Unknown,federal_structure,"case, seat, less, than, years"
chunk_article_84_clause_(c),"Article 84, Clause (c): possesses such other qualifications as may be prescribed in that behalf by or under any law made by Parliament",clause,84,,Unknown,federal_structure,"possesses, other, qualifications, prescribed, behalf"
chunk_article_84_clause_(c),"Article 84, Clause (c): possesses such other qualifications as may be prescribed in that behalf by or under any law made by Parliament",clause,84,,Unknown,federal_structure,"possesses, other, qualifications, prescribed, behalf"
chunk_article_85,"Article 85: Sessions of Parliament, prorogation and dissolution

85. Sessions of Parliament, prorogation and dissolution (1) The President shall form time to time summon each House of Parliament to meet at such time and place as he thinks fit, but six months shall not intervene between its last sitting in one session and the date appointed for its first sitting in the next session (2) The Presiden...",full_article,85,"Sessions of Parliament, prorogation and dissolution",Unknown,governance,"time, house, president, sitting, session, sessions, prorogation, dissolution, form, summon, each, meet, place, thinks, months, governance, sessions of parliament, prorogation and dissolution"
chunk_article_86,"Article 86: Right of President to address and send messages to Houses

86. Right of President to address and send messages to Houses (1) The President may address either House of Parliament or both Houses assembled together, and for that purpose require the attendance of members (2) The President may send messages to either House of Parliament, whether with respect to a Bill then pending in Parlia...",full_article,86,Right of President to address and send messages to Houses,Unknown,"fundamental_rights, governance","president, house, address, send, messages, houses, either, message, right, both, assembled, together, purpose, require, attendance, fundamental_rights, governance, right of president to address and send messages to houses"
chunk_article_86_clause_(2),"Article 86, Clause (2): The President may send messages to either House of Parliament, whether with respect to a Bill then pending in Parliament or otherwise, and a House to which any message is so sent shall with all convenient dispatch consider any matter required by the message to be taken into consideration",clause,86,,Unknown,"fundamental_rights, governance","house, message, president, send, messages"
chunk_article_87,"Article 87: Special address by the President

87. Special address by the President (1) At the commencement of the first session after each general election to the House of the People and at the commencement of the first session of each year the President shall address both Houses of Parliament assembled together and inform Parliament of the causes of its summons (2) Provision shall be made by rule...",full_article,87,Special address by the President,Unknown,governance,"address, president, commencement, first, session, each, house, special, general, election, people, year, both, houses, assembled, governance, special address by the president"
chunk_article_87_clause_(2),"Article 87, Clause (2): Provision shall be made by rules regulating the procedure of either House for the allotment of time for discussion of the matters referred to in such address",clause,87,,Unknown,governance,"provision, made, rules, regulating, procedure"
chunk_article_88,"Article 88: Rights of Ministers and Attorney General in respects Houses Every Minister and the Attorney General of India shall have the right to speak in, and oth

88. Rights of Ministers and Attorney General in respects Houses Every Minister and the Attorney General of India shall have the right to speak in, and otherwise to take part in the proceedings of either House, any joint sitting of the H...",full_article,88,"Rights of Ministers and Attorney General in respects Houses Every Minister and the Attorney General of India shall have the right to speak in, and oth",Unknown,"fundamental_rights, governance","attorney, general, houses, rights, ministers, respects, every, minister, india, right, speak, otherwise, take, part, proceedings, fundamental_rights, governance, rights of ministers and attorney general in respects houses every minister and the attorney general of india shall have the right to speak in, and oth"
